1621335569,344183000,1621679752000
1621335569,539170000,1621874739000
1621335569,649258000,1621984827000
1621335569,854965000,1622190534000
1621335569,981252000,1622316821000
1621335570,186051000,1621521621000
1621335570,326539000,1621662109000
1621335570,503291000,1621838861000
1621335570,801696000,1622137266000
1621335570,959230000,1622294800000
1621335571,32890000,1621368461000
1621335571,157741000,1621493312000
1621335571,257914000,1621593485000
1621335571,369214000,1621704785000
1621335571,539197000,1621874768000
1621335571,640769000,1621976340000
1621335571,755182000,1622090753000
1621335571,948776000,1622284347000
1621335572,50298000,1621385870000
1621335572,193653000,1621529225000
1621335572,496649000,1621832221000
1621335572,592408000,1621927980000
1621335572,737558000,1622073130000
1621335572,842361000,1622177933000
1621335572,960542000,1622296114000
1621335573,96529000,1621432102000
1621335573,230278000,1621565851000
1621335573,338288000,1621673861000
1621335573,508730000,1621844303000
1621335573,590192000,1621925765000
1621335573,705543000,1622041116000
1621335573,824420000,1622159993000
1621335573,918872000,1622254445000
1621335574,25750000,1621361324000
1621335574,159026000,1621494600000
1621335574,285944000,1621621518000
1621335574,427775000,1621763349000
1621335574,539781000,1621875355000
1621335574,643512000,1621979086000
1621335574,760161000,1622095735000
1621335574,854371000,1622189945000
1621335574,947381000,1622282955000
1621335575,68947000,1621404522000
1621335575,236421000,1621571996000
1621335575,327349000,1621662924000
1621335575,415262000,1621750837000
1621335575,542289000,1621877864000
1621335575,634261000,1621969836000
1621335575,751844000,1622087419000
1621335575,910875000,1622246450000
1621335576,22193000,1621357769000
1621335576,95403000,1621430979000
1621335576,204403000,1621539979000
